Compound,Weight (g/mol),Additives,Additives,Temp ©,CMC,,Qual. Mat. Meth.,Method,Authors,Reference,Source,Evaluation,Canonical SMILES,,,
LITHIUM DODECYL 1 SULFATE,272.3,,,25,8.77E-03,M,BA,EQUIV CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,[Li+].CCCCCCCCCCCCOS(=O)(=O)[O-],,,
LITHIUM DODECYL 1 SULFATE,272.3,,,25,8.93E-03,M,BA,SPECFC CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,[Li+].CCCCCCCCCCCCOS(=O)(=O)[O-],,,
,,,,,,,,,,,,,,,,
TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,339.5,,,25,5.41E-03,M,BA,EQUIV CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,,,,
TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,339.5,,,25,5.52E-03,M,BA,SPECFC CONDCTNCE GRAPH,MYSE PRIN,59002,TL,2,,,,
,,,,,,,,,,,,,,,,
SODIUM DODECANE 1-SULFONATE,272.3,,,25,9.80E-03,M,AB,SURFACE TENSION LOG PLOT,BUJA GODD,65007,L,3,,,,
SODIUM DODECANE 1-SULFONATE,272.3,,,40,9.70E-03,M,AB,SURFACE TENSION LOG PLOT,BUJA GODD,65007,L,3,,,,
,,,,,,,,,,,,,,,,
SODIUM OCTYL 1-SULFONATE,216.2,,,23,1.55E-01,N,CB,UNSPECIFIED CONDUCTANCE,TART LELO,55021,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM OCTYL 1-SULFONATE,216.2,,,25,1.55E-01,M,CC,REFRACTIVE INDEX,KLEV,48005,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM OCTYL 1-SULFONATE,216.2,,,40,1.62E-01,M,CC,REFRACTIVE INDEX,KLEV,48005,T,3,CCCCCCCCS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM DECYL 1-SULFONATE,244.3,,,30,1.066E 0,D,BA,FOTOMTR SOLUBLZTN OROT,SCHO,66036,T,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,,4.36E-02,M,,,,,M,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,30,5.36E-01,D,BA,FOTOMTR SOLUBLZTN OROT,SCHO,66036,T,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1-SULFONATE,244.3,,,,2.20E-02,M,,,,,M,3,CCCCCCCCCCS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
ALPHA SULFOMYRISTIC ACID,308.4,,,25,5.20E-03,M,CC,EQUIV CONDCTNCE GRAPH,WEIL STIR,56008,GL,3,,,,
,,,,,,,,,,,,,,,,
DECYL TRIMETHYL AMMONIUM CHLORIDE,235.8,,,25,6.11E-02,M,BB,UNSPECIFIED CONDUCTANCE,HOYE MARM,61002,GL,3,C[N+](C)(C)CCCCCCCCCCOC(=O)N.[Cl-],,,
DECYL TRIMETHYL AMMONIUM CHLORIDE,235.8,,,25,1.96E-02,M,BB,UNSPEC SOLUBLZTN SDN 4,HOYE MARM,61002,GL,3,C[N+](C)(C)CCCCCCCCCCOC(=O)N.[Cl-],,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/2 ALCOHOL,294.4,,,25,1.32E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/3 ALCOHOL,338.5,,,25,9.70E-05,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/4 ALCOHOL,382.5,,,25,1.25E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/5 ALCOHOL,426.6,,,25,1.54E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/6 ALCOHOL,470.7,,,25,2.05E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/7 ALCOHOL,514.7,,,25,2.46E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/8 ALCOHOL,558.8,,,25,2.80E-04,M BC,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /OXYETHYLENE/9 ALCOHOL,602.8,,,25,3.35E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
P-T-OCTYL BENZENE /0XYETHYLENE/10 ALCOHOL,646.9,,,25,3.35E-04,M,BC,SURFACE TENSION LOG PLOT,CROO FORD,63017,GL,3,,,,
,,,,,,,,,,,,,,,,
NONYL DIMETHYL AMINE OXIDE,187.3,,,25,5.40E-02,M,BC,HEAT OF DILUTION,BENJ,64016,L,3,,,,
,,,,,,,,,,,,,,,,
"POTASSIUM 9,10 DIHYDROXY STEARATE",354.6,,,60,7.50E-03,M,BC,EQUIV CONDCTNCE GRAPH,GREG TART,48012,T,3,,,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-AMYL SULFOSUCCINATE,360.3,,,25,5.30E-02,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,AL,3,,,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-HEXYL SULFOSUCCINATE,388.4,,,25,1.24E-02,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,TL,3,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM DI-N-OCTYL SULFOSUCCINATE,444.5,,,25,6.80E-04,M,BC,SURFACE TENSION LOG PLOT,WILL DIXO,57009,TL,3,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,35,3.18E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,40,3.31E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,45,3.47E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,50,3.66E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,55,3.87E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,60,4.16E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,65,4.51E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,70,4.90E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 1 SULFATE,260.3,5.00 E 1 C 0004,,75,5.35E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,25,2.05E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,30,2.08E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,35,2.13E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,40,2.21E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,1,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,40,2.21E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,45,2.31E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,50,2.43E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,55,2.58E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,60,2.77E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,65,2.99E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,70,3.22E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,,,75,3.50E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,5. E 0 H,DIOXANE,40,2.40E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,1.0 E 1 H,DIOXANE,40,2.90E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,1.5 E 1 H,DIOXANE,40,3.80E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,2.0 E 1 H,DIOXANE,40,5.20E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,2.5 E 1 H,DIOXANE,40,7.50E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,3.0 E 1 H,DIOXANE,40,1.28E-02,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 1 SULFATE,316.4,3.5 E 1 H,DIOXANE,40,1.77E-02,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM HEXADECYL 1 SULFATE,344.4,,,40,5.20E-04,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM HEXADECYL 1 SULFATE,344.4,,,40,5.80E-04,M,BC,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM HEXADECYL 1 SULFATE,344.4,5. E 0 H,DIOXANE,40,1.27E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM HEXADECYL 1 SULFATE,344.4,1.0 E 1 H,DIOXANE,40,2.00E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM HEXADECYL 1 SULFATE,344.4,1.5 E 1 H,DIOXANE,40,2.80E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM HEXADECYL 1 SULFATE,344.4,2.0 E 1 H,DIOXANE,40,3.54E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM HEXADECYL 1 SULFATE,344.4,2.5 E 1 H,DIOXANE,40,4.30E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM HEXADECYL 1 SULFATE,344.4,3.0 E 1 H,DIOXANE,40,5.00E-03,M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,3,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM DECYL 2 SULFATE,260.3,,,10,5.15E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,15,4.92E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,20,4.70E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,25,4.56E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,30,4.52E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,35,4.50E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,40,4.50E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,45,4.52E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,50,4.57E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,55,4.65E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,60,4.79E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM DECYL 2 SULFATE,260.3,,,65,4.95E-02,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,25,3.27E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,30,3.28E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,35,3.31E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,40,3.38E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,45,3.48E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,50,3.64E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,55,3.83E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,60,4.04E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,65,4.29E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,70,4.60E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 2 SULFATE,316.4,,,75,5.00E-03,M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,25,5.12 XI 0-3,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,30,5.05E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,35,5.04E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,40,5 . 15E-3,M,CB,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,40,5.12E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,45,5.23E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,50,5.38E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,55,5.57E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,60,5.85E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,65,6.21E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,70,6.62E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
SODIUM TETRADECYL 4 SULFATE,316.4,,,75,7.11E-03,M,CA,AVER SP EQUIV COND,FLOC,61007,L,3,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],,,
,,,,,,,,,,,,,,,,
OCTYL BETA D GLUCOSIDE,292.4,,,25,2.50E-02,M,,,SHIN YAMA,61008,T,3,CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,,,
,,,,,,,,,,,,,,,,
DECYL BETA D GLUCOSIDE,320.4,,,25,2.2 XI 0-3,M,BB,SURFACE TENSION LOG PLOT,SHIN YAMA,61008,T,3,CCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,,,
,,,,,,,,,,,,,,,,
DODECYL BETA D GLUCOSIDE,348.5,,,25,1.90E-04,M,BB,SURFACE TENSION LOG PLOT,SHIN YAMA,61008,T,3,CCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,,,
,,,,,,,,,,,,,,,,
DIMETHYL DODECYL AMINE OXIDE,229.4,,,27,2.10E-03,M,BB,TURBIDITY PLT LITE SCATR,HERR,62005,T,3,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-].CCCCCCCCCCCC[N+](C)(C)[O-],,,
,,,,,,,,,,,,,,,,
DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE,265.9,,,27,1.90E-01,D,BB,TURBIDITY PLT LITE SCATR,HERR,62005,T,3,,,,
DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE,265.9,,,,7.14 XI 0-3,M,,,,,M,,,,,
DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE,265.9,,,27,1.80E-01,D,BB,TURBIDITY PLT LITE SCATR,HERR,62005,T,3,,,,
DIMETHYL DODECYL AMINE OXIDE HYDROCHLORIDE,265.9,,,,6.76E-03,M,,,,,M,,,,,
,,,,,,,,,,,,,,,,
SILVER DODECYL 1 SULFATE,373.2,,,35,7.30E-03,M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,2,CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],,,
SILVER DODECYL 1 SULFATE,373.2,,,55,8.40E-03,M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,3,CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],,,
SILVER DODECYL 1 SULFATE,373.2,,,35,4.70E-03,M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,3,CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],,,
SILVER DODECYL 1 SULFATE,373.2,,,35,5.40E-03,M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,3,CCCCCCCCCCCCOS(=O)(=O)[O-].[Ag+],,,
,,,,,,,,,,,,,,,,
CALCIUM DODECYL 1 SULFATE,570.8,,,70,3.40E-03,N,BB,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,3,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Ca+2],,,
CALCIUM DODECYL 1 SULFATE,570.8,,,70,3.30E-03,N,BB,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,3,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[Ca+2],,,
,,,,,,,,,,,,,,,,
DODECYL AMMONIUM CHLORIDE,221.8,,,15,1.56E-02,M,BB,SPECFC CONDCTNCE GRAPH,EGGE HARW,51006,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,20,1.50E-02,M,BA,SPECFC CONDCTNCE GRAPH,RALS EGGE,48027,P,2,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,25,1.46E-02,M,BA,EQUIV CONDCTNCE GRAPH,BROW GRIE,49014,P,1,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,25,1.47E-02,M,BA,SPECFC CONDCTNCE GRAPH,RALS EGGE,48027,P,1,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,27,1.50E-02,M,BB,SPECFC CONDCTNCE GRAPH,EGGE HARW,51006,T,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.47E-02,M,BB,DENSITY,CART ANAC,60005,K,1,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.47E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,48020,K,1,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.50E-02,M,BA,SPECFC CONDCTNCE GRAPH,EGGE HARW,51006,T,1,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.48E-02,M,BA,SPECFC CONDCTNCE GRAPH,RALS EGGE,48027,P,1,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,30,1.48E-02,M,BB,EQUIV CONDCTNCE GRAPH,RALS EGGE,49008,GK,1,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,40,1.50E-02,M,BA,SPECFC CONDCTNCE GRAPH,RALS EGGE,48027,P,2,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
DODECYL AMMONIUM CHLORIDE,221.8,,,50,1.58E-02,M,BA,SPECFC CONDCTNCE GRAPH,RALS EGGE,48027,P,3,CCCCCCCCCCCC[N+](C)(C)COCCCCCCCCCCCC.[Cl-],,,
