CMPD_CHEMBLID,ID,Log_p,smiles
CHEMBL1945297,222,2.41,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c3ccc(O)c4NC(=O)Sc34
CHEMBL2321991,223,0.61,OCC[C@@]1(CCCNC1)c2ccc(Cl)c(Cl)c2
CHEMBL2164670,224,3.57,COc1ccccc1C(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(Cc4ccc(F)cc4)CC3)C#N
CHEMBL182150,225,3.13,CN(C)c1nc(N[C@@H]2CC[C@@H](CC2)NC(=O)c3ccc(F)c(F)c3)nc4ccccc14
CHEMBL1788268,226,1.56,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc2ccccc2
CHEMBL1180288,227,0.7,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CC4)c5ccncc5
CHEMBL2158792,228,2.08,Cc1cc(OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl
CHEMBL490512,229,3.77,O=C(CCc1ccccc1)c2ccccc2
CHEMBL813,230,-0.9,CCCCc1ncc(\C=C(/Cc2cccs2)\C(=O)O)n1Cc3ccc(cc3)C(=O)O
CHEMBL2158835,231,2.5,OC(=O)[C@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL75880,232,3.02,C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3
CHEMBL1762545,233,3.9,COc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4
CHEMBL1975242,234,1.94,O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3
CHEMBL1682948,235,3.72,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccc(F)cc3)c4ccccc4
CHEMBL2331753,236,2.27,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(c4)C(F)(F)F)c3)C(=O)NC1=O
CHEMBL74355,237,1.7,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
CHEMBL250540,238,2.43,COc1ccc2nc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)ccc2c1
CHEMBL1559730,239,3.2,CN1CCN(CC1)c2ncnc3c2sc4nc(C)cc(C)c34
CHEMBL2086650,240,3.27,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2
CHEMBL237616,241,0.75,O=C(COc1ccccc1)N2CCOCC2
CHEMBL1607641,242,0.97,Cc1nnsc1C(=O)Nc2ccccc2
CHEMBL1201373,243,1.07,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12
CHEMBL2179669,244,-0.38,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(c4)C(F)(F)F)c3)C2)C(=O)NC1=O
CHEMBL1479463,245,2,COc1cc(O)cc2OC=C(C(=O)c12)c3ccc(O)cc3
CHEMBL976,246,2.43,O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2
CHEMBL1213085,247,3.55,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4nc(c5ccc(O)c(F)c5)c6c(N)ncnc46
CHEMBL2152076,248,2.5,Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4cccc(Cl)c4)cc12)c5ccc(F)cc5
CHEMBL1467,249,-0.42,O=C1NC=Nc2[nH]ncc12
CHEMBL1934423,250,0.78,C[C@H](NC(=O)c1c(C)nn(C2CCOC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL119385,251,2.74,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1
CHEMBL1917421,252,3.56,CC(C(=O)O)n1c(C)c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc13
CHEMBL207028,253,2.33,NC(=O)c1sc(cc1N)c2ccccc2
CHEMBL212777,254,1.59,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34
CHEMBL1916532,255,1.46,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
CHEMBL2041980,256,2.4,CS(=O)(=O)c1ccc(cc1)c2cnc(N)c(c2)c3ccc(nc3)C(F)(F)F
CHEMBL1682825,257,2.5,O=C1CCOc2nc(CCc3ccccc3)ccc12
CHEMBL1371,258,2.16,Clc1ccc2OC(=O)Nc2c1
CHEMBL322122,259,-0.15,CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1
CHEMBL2035018,260,3.3,NC1(CCC1)c2ccc(cc2)c3nn4cccc4cc3c5ccccc5
CHEMBL1689110,261,0.4,OC(=O)COc1ccc(cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3)C(F)(F)F
CHEMBL1770471,262,3.69,CSCCC(NC(=O)c1sccc1Cl)c2nc3ccccc3[nH]2
CHEMBL1738840,263,1.69,COc1ccnc(CCc2nc3cccnc3[nH]2)c1
CHEMBL379787,264,3.3,[O-][N+](=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCN4CCOCC4
CHEMBL447426,265,2.3,CC(C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1
CHEMBL418822,266,3.05,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F
CHEMBL97,267,2.16,COc1ccc2nccc([C@H](O)C3CC4CCN3CC4C=C)c2c1
CHEMBL1789941,268,2.55,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34
CHEMBL294209,269,1.14,Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nccs2
CHEMBL2147033,270,3.32,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6
CHEMBL2062561,271,2.97,COc1ccc(cc1)c2cc(Nc3ccn(C)n3)n4ncc(C#N)c4n2
CHEMBL1359777,272,3.46,Cc1cc(C(=O)CN2C=C(C=CC2=O)C(F)(F)F)c(C)n1Cc3ccccc3
CHEMBL47361,273,3.99,Oc1ccc2nc(sc2c1)c3ccccc3
CHEMBL168552,274,1.35,NS(=O)(=O)c1nc2ccccc2s1
CHEMBL1778642,275,-0.75,CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(Cl)ccc2OCC(=O)O
CHEMBL249789,276,3.99,OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23
CHEMBL59956,277,2.5,NC(=O)c1ccccc1OCc2ccccc2
CHEMBL2142704,278,0.56,CC1CC(=O)Nc2ccccc2N1
CHEMBL1068,279,1.28,NC(=O)N1c2ccccc2CC(=O)c3ccccc13
CHEMBL250961,280,4,Cc1ccc(F)cc1S(=O)(=O)N[C@@H]2CCN(Cc3ccc(cc3)c4ccccc4)C2
CHEMBL1300982,281,2.8,COc1ccc(cc1OC)C2=COc3cc(O)cc(O)c3C2=O
CHEMBL1917436,282,0.2,CC(=O)Nc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O
CHEMBL1682822,283,3,O=C1CCOc2nc(ccc12)C#CC3CCCC3
CHEMBL654,284,2.82,CN1CCN2C(C1)c3ccccc3Cc4cccnc24
CHEMBL499028,285,0.91,COc1ccccc1c2nnc(N)[nH]2
CHEMBL2171993,286,1.4,COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N
CHEMBL198114,287,1.84,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL1807823,288,0.12,O[C@@H](CNCCSCCCNCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23
CHEMBL2057372,289,0.96,CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2
CHEMBL1682957,290,3.81,CC[C@H](NC(=O)c1c([S+]([O-])C(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4
CHEMBL1951076,291,2.07,COc1cc(OC)c(cc1NC(=O)COC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23
CHEMBL575448,292,3.16,C[C@]1(CCCN1c2nc(Nc3cc([nH]n3)C4CC4)c5cccn5n2)C(=O)Nc6ccc(F)nc6
CHEMBL1886726,293,1.73,CC1CN(C(=O)c2ccccc2)c3ccccc3NC1=O
CHEMBL474432,294,0.84,COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)O)c2cc1OC
CHEMBL1807871,295,1.74,O[C@@H](CNCCCSCCNCCc1cccc(Cl)c1Cl)c2ccc(O)c3NC(=O)Sc23
CHEMBL2078873,296,1.32,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3cccc(F)c3F
CHEMBL335744,297,2.7,CC(C)C(=O)Nc1nc(cc2ccccc12)c3ccccn3
CHEMBL585,298,1.16,Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3
CHEMBL74582,299,3.07,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCC=C)C(F)(F)F
CHEMBL1783119,300,3.5,COc1ccc(cc1)C(=O)NCc2cn(nn2)c3cc(C)nc4ccc(OC)cc34
CHEMBL322271,301,1.92,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCc2cccc(Cl)c2)c3sc(O)nc13
CHEMBL660,302,-0.98,NC12CC3CC(CC(C3)C1)C2
CHEMBL2325726,303,1.7,CNC(=O)c1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1
CHEMBL358816,304,1.02,O=C1Nc2ccccc2C(=O)C=C1
CHEMBL216981,305,2.32,CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3oc(C)cc3
CHEMBL2346972,306,2.8,Fc1ccc(CN2CCN(CC2)C3=Nn4c(CC3)nnc4C(F)(F)F)cc1
CHEMBL2036739,307,3.72,Clc1ccc(cc1)C2(CCCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5
CHEMBL44722,308,4.18,CC[C@H](NC(=O)c1c(CN(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4
CHEMBL1939749,309,2.32,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC
CHEMBL175296,310,2.43,Nc1nc(cs1)c2ccccc2
CHEMBL1800526,311,2.92,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1
CHEMBL741,312,1.38,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl
CHEMBL1770477,313,4.23,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ncccc4[nH]3)c(C)c2c1
CHEMBL1604571,314,-0.2,CCOC(=O)C(CCc1ccccc1)NC2CCc3ccccc3N(CC(=O)O)C2=O
CHEMBL426161,315,2,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1
CHEMBL2325714,316,1.35,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc(N)c3)N4CCOCC4
CHEMBL2177165,317,2.83,Nc1ncc(nc1C(=O)Nc2cccnc2)c3ccc(cc3)S(=O)(=O)N4CCOCC4
CHEMBL2325735,318,2.1,CS(=O)(=O)NCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4
CHEMBL2036576,319,2.36,CN1CCN(CC1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cn2
CHEMBL1682965,320,3.18,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(Br)ccc12)c3ccccc3)c4ccccc4
CHEMBL1809229,321,3.2,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cc(F)cn34)N5CCN(CC5)C(=O)C
CHEMBL387125,322,2.23,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc3N(CC(C)C)C(=O)N(C)C(=O)c13
CHEMBL2325983,323,3.4,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5
CHEMBL2208429,324,2.95,O[C@H](CNC(=O)c1n[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL387545,325,3.3,COc1cc(N2CCN(C)CC2)c3nc(cc(N(C)C)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5
CHEMBL2023350,326,3.4,CN1CCC(CC1)n2cc(c(C)n2)c3cnc(N)c(c3)c4oc5ccccc5n4
CHEMBL1889452,327,2.11,CC1N(C(=O)c2ccccc2)c3ccccc3NC1=O
CHEMBL2216859,328,3.49,CC(C)N1CCN(Cc2oc(nc2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)CC1
CHEMBL273449,329,2.37,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F
CHEMBL509,330,2.33,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
CHEMBL2164745,331,0.78,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@@H](O)C3)c2c1
CHEMBL2023802,332,3.29,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC
CHEMBL567161,333,3.11,CCNc1nc(Nc2ccccc2)nc(n1)C#N
CHEMBL1682824,334,3.2,O=C1CCOc2nc(\C=C\c3ccccc3)ccc12
CHEMBL184659,335,2.7,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCC6
CHEMBL1684,336,1.78,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F
CHEMBL193646,337,0.73,C(CNCc1ccccc1)NCc2ccccc2
CHEMBL153036,338,1.96,CNCC[C@@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2
CHEMBL390674,339,3.47,Cc1cc(Oc2ccc3OCOc3c2)nc(Oc4ccc(cc4)n5ccnc5)n1
CHEMBL2029359,340,1.92,CS(=O)(=O)Cc1cc(nc(n1)c2cnc3[nH]ccc3c2)N4CCOCC4
CHEMBL50161,341,2.96,COC(=O)CCCC(=O)Nc1ccc2C(=O)C(=O)c3ccccc3c2c1
CHEMBL2086691,342,3.1,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C5CC5
CHEMBL1703518,343,3.9,CCN(CC)S(=O)(=O)c1ccc(cc1)c2oc(SCC(=O)N3CCc4ccccc34)nn2
CHEMBL1084762,344,2.53,OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3
CHEMBL1290746,345,2.6,Cc1ccc(cc1NC(=O)c2cnn(c2N)c3ccccc3F)C(=O)Nc4ccon4
CHEMBL225363,346,2.7,CN1CCN(CC1)c2cc(F)cc3C(=O)C=C(Nc23)C(=O)Nc4ccc(cc4)N5CCOCC5
CHEMBL193757,347,0.81,CC(C)Oc1cc(OCCc2cccnc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL1382733,348,1.2,Cn1c(nc2ccccc12)c3ccc(O)nc3
CHEMBL1190521,349,1.89,CCOC(=O)C1(CCCN(CC2CC2)C1)c3cccc(O)c3
CHEMBL210887,350,3,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13
CHEMBL1916264,351,0.65,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3Cl
CHEMBL226856,352,1.11,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccsc4)C3=O
CHEMBL2361579,353,2.8,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2cc1C
CHEMBL1308863,354,2.96,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(C)n1
CHEMBL1762157,355,3.73,CC1(C)N(Cc2ccnc(c2)N3CCOCC3)C(=O)N(C1=O)c4ccc(SC(F)(F)F)cc4
CHEMBL100675,356,2.16,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(C)ccc3Cl)ncn2)cc1
CHEMBL2207286,357,3.13,CN(C)S(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL428777,358,3.67,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C
CHEMBL644,359,2.95,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
CHEMBL1608462,360,3.8,CC(C)n1ncc2c(cc(nc12)C3CC3)C(=O)NCc4c(C)cc(C)nc4O
CHEMBL2207659,361,3.02,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2
CHEMBL2107729,362,3.02,Clc1ccc(NS(=O)(=O)c2ccc(Cl)s2)c(c1)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCOCC4
CHEMBL101119,363,2.1,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#N)c3cc(Cl)ccc3Cl)cc1
CHEMBL22242,364,0.05,CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC
CHEMBL1094250,365,3.48,C[C@@H](CNC(=O)c1c(O)c(O)cc2c(O)c(c(C)cc12)c3c(C)cc4c(C(=O)NC[C@H](C)c5ccccc5)c(O)c(O)cc4c3O)c6ccccc6
CHEMBL2336320,366,2.82,COc1ccc(cc1C(=O)N)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C
CHEMBL239767,367,3.9,Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-]
CHEMBL2171036,368,1.39,COc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL250132,369,3.22,C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
CHEMBL235579,370,2.18,Clc1ccc(O[C@H]2CCCNC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL514384,371,2.75,COCCS(=O)(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2
CHEMBL294878,372,3.2,Oc1ccc(cc1)C2=CC(=O)c3ccc(O)cc3O2
CHEMBL686,373,1.89,Cc1cccc(Nc2ccccc2C(=O)O)c1C
CHEMBL167226,374,2.3,CCCc1c(O)c(ccc1OCc2ccc(C(=O)O)c(Br)c2)C(=O)C
CHEMBL550438,375,3.56,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1
CHEMBL301265,376,3.15,CCCN[C@H]1CCc2nc(N)sc2C1
CHEMBL1807855,377,0.47,Nc1nc(OCc2nccs2)nc3c1ncn3[C@@H]4O[C@H](CF)[C@@H](O)[C@H]4O
CHEMBL1232461,378,2.46,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14
CHEMBL403812,379,1.69,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3F
CHEMBL521809,380,2.13,O=C(N1CCN(CC1)c2ncccn2)c3cccc(CC4=NNC(=O)c5ccccc45)c3
CHEMBL1807870,381,0.99,O[C@@H](CNCCCSCCNCCc1ccccc1Cl)c2ccc(O)c3NC(=O)Sc23
CHEMBL481563,382,3.87,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c3ccc4ncccc4c3
CHEMBL1592130,383,4.2,c1ccc(cc1)c2nnc(s2)c3ccccc3
CHEMBL173706,384,-0.35,CC(C)(C)NCC(O)COc1nsnc1N2CCOCC2
CHEMBL1916086,385,1.9,Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NCc4ccccc4
CHEMBL2036748,386,1.98,CN1CCCC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1
CHEMBL1800660,387,2.51,CCCCN(CCNC[C@H](O)c1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3
CHEMBL2171049,388,1.6,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4
CHEMBL2333941,389,0.8,C[C@]1(CCSC(=N1)N)c2cc(c(F)cc2F)c3cncnc3
CHEMBL2151323,390,2.41,CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23
CHEMBL2325014,391,2.3,Nc1[nH]ncc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4
CHEMBL1073,392,0.31,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
CHEMBL280713,393,2.1,OC(=O)c1ccccc1Cn2nnc(n2)c3cccc(OCc4ccc5ccccc5n4)c3
CHEMBL1721498,394,2.72,Clc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)C3CC3
CHEMBL1945292,395,0.01,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)c1
CHEMBL520742,396,2.82,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3)c2cc1OC
CHEMBL1430654,397,4.02,O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c3ccccc3
CHEMBL1738761,398,0.76,NCC[C@@H](Oc1cc(Cl)ccc1C#N)c2ccccc2
CHEMBL2023801,399,2.79,CCc1[nH]nc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)c1C
CHEMBL100945,400,2.8,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#C)c3cc(Cl)ccc3Cl)cc1
CHEMBL99408,401,1.33,Nc1ccc2ncccc2c1
CHEMBL1950722,402,1.65,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCc3ccccc3)C2
CHEMBL1917462,403,0.92,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)nccc3n1CC(=O)O
CHEMBL1824031,404,1.42,Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL258175,405,1.68,CC(C)N1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1
CHEMBL474484,406,0.7,CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N
CHEMBL260091,407,2.03,C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#Cc2ccc(CN3CCOCC3)cc2)C(=O)NO
CHEMBL2208432,408,4.46,O[C@H](CNC(=O)N1C(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1917455,409,2.28,Cc1c(Oc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)C(F)(F)F
CHEMBL481611,410,2.9,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NC3(CC3)C#N
CHEMBL11,411,2.49,CN(C)CCCN1c2ccccc2CCc3ccccc13
CHEMBL1682836,412,3.1,CN1CCOc2cc(COC3CCCCC3)cnc12
CHEMBL14516,413,2,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3CCOCC3)C(=O)C(F)(F)F
CHEMBL6966,414,2.61,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
CHEMBL575492,415,3.37,COc1ccccc1Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2
CHEMBL2031563,416,0.29,Fc1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1
CHEMBL621,417,2.67,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2
CHEMBL208487,418,2.74,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC[C@@H](O)C4
CHEMBL1956334,419,3.01,CC(=O)c1ncccc1NC(=O)[C@@H]2CC[C@H](CC2)N3C(=O)[C@@H]4[C@@H]5CC[C@@H](C5)[C@@H]4C3=O
CHEMBL115022,420,2.41,CC(=O)Nc1ccc2nc(cc(O)c2c1)c3cccc(F)c3
CHEMBL400883,421,2.41,COc1ccc2nc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)cc(C)c2c1
CHEMBL1809198,422,3.5,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cccn34)N5CCN(CC5)C(=O)C
CHEMBL546,423,0.2,CC(C)NCC(O)COc1ccccc1OCC=C
CHEMBL1914480,424,0.83,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
CHEMBL1346348,425,3.16,O=C(N1CCCCC1)c2scc3CCCCc23
CHEMBL452530,426,1.2,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OCCN3CCCCC3)cc2
CHEMBL10975,427,2.02,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F
CHEMBL2070947,428,1.49,CS(=O)(=O)c1ccc2nc(sc2c1)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL588,429,0.87,Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23
CHEMBL445162,430,3.13,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)c1
CHEMBL1824038,431,-0.11,CCS(=O)(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
CHEMBL1783259,432,3.65,COc1ccc(OC)c(c1)c2cccc3c(N)c(nnc23)C(=O)NC(C)C
CHEMBL488881,433,4.2,O=C1C=C(Oc2c1cccc2c3cccc(c3)c4ccsc4)N5CCOCC5
CHEMBL1491421,434,1.9,CC(C)(C)c1cc2nc3C(=O)N(Cc4ccccc4)Cc3c(O)n2n1
CHEMBL1164652,435,3.58,CC(C)n1c(C)ncc1c2ccnc(Nc3ccccc3)n2
CHEMBL440335,436,4.5,[O-]c1c2c(nn1c3ccc(Cl)cc3)c4ccccc4c[n+]2Cc5ccccc5
CHEMBL2164668,437,3.01,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4oc5ccccc5c4C3
CHEMBL259850,438,2.9,COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1
CHEMBL241609,439,2.45,Oc1cc(O)c2C(=O)C(=COc2c1)c3ccc(O)c(O)c3
CHEMBL2152918,440,3.4,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(Br)c5
